669502.22, +19.56, 12609.64, 12630.92, 12567.63, 12579.16, 12542.25, 12590.19
669512.32, +19.63, 12606.42, 12630.92, 12565.74, 12574.05, 12539.05, 12582.82
669522.42, +19.63, 12592.96, 12619.35, 12551.02, 12554.22, 12522.49, 12568.45
669532.52, +19.63, 12567.99, 12597.56, 12524.85, 12529.34, 12501.83, 12541.30
669542.63, +19.63, 12532.54, 12565.24, 12494.96, 12489.89, 12464.73, 12500.88
669552.73, +19.75, 12487.05, 12515.52, 12453.74, 12448.68, 12424.58, 12452.39
669562.83, +19.75, 12434.46, 12465.07, 12410.78, 12394.39, 12366.37, 12389.94
669572.94, +19.88, 12369.86, 12394.97, 12352.27, 12339.10, 12305.01, 12326.57
669583.04, +19.94, 12304.68, 12325.63, 12293.13, 12270.99, 12232.19, 12248.63
669593.14, +20.13, 12224.66, 12242.72, 12227.47, 12205.45, 12158.90, 12170.93
669603.24, +20.31, 12149.22, 12163.19, 12160.03, 12127.06, 12072.02, 12079.97
669613.34, +20.44, 12061.41, 12067.11, 12081.97, 12053.20, 11986.73, 11994.62
669623.45, +20.69, 11978.23, 11980.93, 12008.41, 11968.00, 11888.51, 11897.26
669633.55, +20.81, 11879.77, 11881.84, 11926.80, 11888.52, 11795.94, 11804.62
669643.65, +21.00, 11790.17, 11786.35, 11847.38, 11798.85, 11687.65, 11701.20
669653.75, +21.25, 11687.71, 11680.17, 11756.01, 11715.57, 11591.13, 11603.47
669663.85, +21.44, 11592.92, 11581.70, 11673.07, 11620.55, 11479.28, 11495.27
669673.96, +21.69, 11487.62, 11469.94, 11580.41, 11531.03, 11376.04, 11396.67
669684.06, +21.88, 11387.95, 11367.68, 11494.11, 11433.84, 11261.80, 11283.99
669694.16, +22.13, 11282.81, 11256.31, 11397.24, 11344.95, 11156.95, 11183.59
669704.27, +22.31, 11184.11, 11153.39, 11306.73, 11243.80, 11044.10, 11072.23
669714.37, +22.63, 11074.43, 11041.45, 11209.74, 11154.68, 10937.77, 10971.92
669724.47, +22.81, 10974.91, 10939.60, 11121.78, 11053.53, 10822.73, 10859.18
669734.57, +23.06, 10869.25, 10828.99, 11019.98, 10963.24, 10718.60, 10758.21
669744.67, +23.31, 10769.84, 10728.30, 10929.97, 10862.07, 10604.20, 10647.73
669754.77, +23.56, 10663.53, 10618.12, 10829.13, 10771.58, 10503.93, 10547.90
669764.88, +23.81, 10565.20, 10520.28, 10740.71, 10673.14, 10391.84, 10438.75
669774.98, +24.06, 10461.78, 10410.57, 10640.80, 10583.40, 10289.38, 10341.75
669785.08, +24.25, 10367.02, 10313.82, 10551.35, 10484.97, 10162.07, 10235.59
669795.18, +24.50, 10262.21, 10208.74, 10453.23, 10396.83, 10061.89, 10123.88
669805.28, +24.75, 10154.24, 10098.15, 10367.05, 10300.15, 9954.90, 10021.55
669815.38, +25.00, 10055.23, 9995.31, 10268.99, 10213.56, 9860.71, 9930.83
669825.49, +25.25, 9965.39, 9904.82, 10166.00, 10104.05, 9755.11, 9831.65
669835.59, +25.56, 9868.19, 9807.44, 10073.08, 10019.52, 9665.10, 9741.08
669845.69, +25.75, 9781.54, 9718.60, 9988.39, 9928.33, 9563.05, 9643.75
669855.79, +25.94, 9685.39, 9622.31, 9897.49, 9845.66, 9473.66, 9558.27
669865.89, +26.25, 9603.04, 9538.22, 9814.24, 9756.43, 9377.69, 9464.34
669876.00, +26.44, 9510.91, 9446.35, 9725.29, 9677.10, 9290.77, 9382.63
669886.10, +26.69, 9428.51, 9364.15, 9644.28, 9590.17, 9198.16, 9292.20
669896.20, +26.88, 9341.70, 9275.72, 9557.23, 9512.55, 9115.43, 9211.28
669906.30, +27.13, 9263.34, 9195.74, 9479.46, 9429.33, 9026.24, 9123.22
669916.40, +27.31, 9178.36, 9111.00, 9393.84, 9353.36, 8947.11, 9047.25
669926.51, +27.56, 9101.30, 9032.36, 9319.18, 9271.47, 8860.64, 8963.22
669936.61, +27.75, 9018.90, 8948.46, 9234.73, 9197.52, 8783.65, 8887.52
669946.71, +28.00, 8945.25, 8876.35, 9161.67, 9119.12, 8700.74, 8805.28
669956.81, +28.19, 8866.30, 8796.30, 9081.36, 9048.50, 8627.09, 8733.70
669966.91, +28.44, 8793.66, 8725.97, 9008.85, 8972.88, 8547.96, 8655.25
669977.01, +28.69, 8718.43, 8649.25, 8931.95, 8905.07, 8475.87, 8586.85
669987.12, +28.88, 8650.30, 8581.66, 8862.29, 8832.29, 8399.15, 8511.65
669997.22, +29.00, 8576.57, 8507.27, 8787.72, 8765.32, 8330.58, 8445.05
670007.32, +29.25, 8511.87, 8442.72, 8719.89, 8695.68, 8257.41, 8373.74
670017.43, +29.50, 8440.38, 8373.42, 8647.72, 8633.04, 8192.21, 8310.10
670027.53, +29.69, 8377.38, 8310.92, 8582.06, 8564.73, 8122.43, 8240.58
670037.63, +29.81, 8310.50, 8243.75, 8512.96, 8503.72, 8059.31, 8180.17
670047.73, +30.00, 8249.13, 8185.65, 8449.87, 8437.89, 7992.44, 8113.56
670057.84, +30.19, 8183.12, 8120.14, 8382.03, 8379.32, 7932.47, 8055.10
670067.94, +30.38, 8125.72, 8062.39, 8323.03, 8315.96, 7868.02, 7991.68
670078.04, +30.63, 8062.52, 8000.83, 8259.29, 8258.91, 7810.74, 7934.74
670088.14, +30.75, 8008.15, 7945.73, 8200.62, 8197.13, 7747.89, 7874.78
670098.25, +31.00, 7946.89, 7886.06, 8137.29, 8143.13, 7693.19, 7820.44
670108.35, +31.19, 7893.57, 7833.52, 8081.33, 8083.66, 7632.99, 7761.60
670118.45, +31.31, 7837.18, 7776.44, 8020.73, 8029.92, 7580.78, 7709.05
